Time (s),Voltage (mV)
879663.1052702,0.0
879663.1062658,0.0
879663.1072593,0.0
879663.1082619,0.0
879663.1092625,0.0
879663.1101878,0.0
879663.1111888,0.0
879663.1121776,0.0
879663.1131753,0.0
879663.1142675,0.0
879663.1152601,0.0
879663.116259,0.0
879663.1172595,0.0
879663.1182695,0.0
879663.1192602,0.0
879663.1202609,0.0
879663.1212803,0.0
879663.1222597,0.0
879663.1232695,0.0
879663.1242709,0.0
879663.1252691,0.0
879663.1262632,0.0
879663.127274,0.0
879663.1282624,0.0
879663.1292625,0.0
879663.1302703,0.0
879663.1312605,0.0
879663.1322714,6.0
879663.1332777,0.0
879663.1342692,0.0
879663.135267,0.0
879663.1362612,0.0
879663.1372591,3.0
879663.138259,0.0
879663.1392617,0.0
879663.140259,0.0
879663.1413467,0.0
879663.1422612,0.0
879663.1432616,0.0
879663.1442614,0.0
879663.1452614,0.0
879663.1462594,0.0
879663.1472701,0.0
879663.1482669,0.0
879663.149259,0.0
879663.1502635,0.0
879663.151274,0.0
879663.1522741,0.0
879663.1532645,0.0
879663.1542732,0.0
879663.1552737,0.0
879663.1562648,0.0
879663.1571707,0.0
879663.1582627,0.0
879663.1592759,0.0
879663.1602642,0.0
879663.161277,0.0
879663.162273,0.0
879663.1632753,0.0
879663.1642741,0.0
879663.16528,0.0
879663.1662662,0.0
879663.1672749,0.0
879663.1682745,0.0
879663.1692734,0.0
879663.1702817,0.0
879663.1712734,0.0
879663.1722774,0.0
879663.1731429,0.0
879663.17414,0.0
879663.1751398,0.0
879663.1761374,0.0
879663.1771368,0.0
879663.1781407,0.0
879663.1791415,0.0
879663.1801429,0.0
879663.1811385,0.0
879663.182143,0.0
879663.1831478,0.0
879663.1842556,0.0
879663.1856363,0.0
879663.1866227,0.0
879663.1876187,0.0
879663.1882269,0.0
879663.1896376,0.0
879663.19062,0.0
879663.1916142,0.0
879663.1926141,0.0
879663.1936187,0.0
879663.1946136,0.0
879663.1956178,0.0
879663.1966158,0.0
879663.1976174,0.0
879663.1986117,0.0
879663.1996169,0.0
879663.2006154,0.0
879663.2016167,0.0
879663.202615,0.0
879663.203754,0.0
879663.2042522,0.0
879663.2056398,0.0
879663.2066108,0.0
879663.207618,0.0
879663.2086133,0.0
879663.2096178,0.0
879663.2106144,0.0
879663.2116147,0.0
879663.2126147,0.0
879663.2136205,0.0
879663.2146139,0.0
879663.2156215,0.0
879663.2166229,0.0
879663.2176186,0.0
879663.2186183,0.0
879663.2194758,0.0
879663.2202654,0.0
879663.2212677,0.0
879663.2222665,0.0
879663.2232627,0.0
879663.224268,0.0
879663.2252787,0.0
879663.2262755,0.0
879663.2272666,0.0
879663.2282634,0.0
879663.229265,0.0
879663.2302659,0.0
879663.2312629,0.0
879663.2322645,0.0
879663.2332735,0.0
879663.2342733,0.0
879663.2351973,0.0
879663.2362835,0.0
879663.23727,0.0
879663.2382774,0.0
879663.2392763,0.0
879663.2402755,0.0
879663.241274,0.0
879663.2422675,0.0
879663.2432751,0.0
